fala,comportamento
Já fui humilhado por causa de um erro pequeno.,ataques
Me comparam de forma negativa com outros colegas.,ataques
Me comparam de forma negativa com outros colegas.,ataques
Me acusam de falhas que não cometi.,ataques
Meu chefe grita comigo na frente de todos.,ataques
Já fui ameaçado de ser exposto por não atingir metas.,ataques
Recebo críticas constantes sem fundamento.,ataques
Me comparam de forma negativa com outros colegas.,ataques
Me acusam de falhas que não cometi.,ataques
Me acusam de falhas que não cometi.,ataques
Me acusam de falhas que não cometi.,ataques
Dizem que meu trabalho é inútil.,ataques
Me comparam de forma negativa com outros colegas.,ataques
Fui deixado sozinho em uma atividade que exigia colaboração.,falta_suporte
Fui deixado sozinho em uma atividade que exigia colaboração.,falta_suporte
Me negam acesso a materiais necessários para o trabalho.,falta_suporte
Me negam acesso a materiais necessários para o trabalho.,falta_suporte
Não recebo treinamento para usar novas ferramentas.,falta_suporte
Me deram instruções erradas de propósito.,falta_suporte
Os colegas evitam responder minhas dúvidas.,falta_suporte
Me negam acesso a materiais necessários para o trabalho.,falta_suporte
Me deram instruções erradas de propósito.,falta_suporte
Nunca recebo feedback construtivo.,falta_suporte
Peço ajuda e me ignoram.,falta_suporte
Não recebo treinamento para usar novas ferramentas.,falta_suporte
Me negam acesso a materiais necessários para o trabalho.,falta_suporte
Nunca recebo feedback construtivo.,falta_suporte
Peço ajuda e me ignoram.,falta_suporte
Fui deixado sozinho em uma atividade que exigia colaboração.,falta_suporte
Meu gestor não esclarece prioridades do projeto.,falta_suporte
Me negam acesso a materiais necessários para o trabalho.,falta_suporte
Meu gestor não esclarece prioridades do projeto.,falta_suporte
Nunca recebo feedback construtivo.,falta_suporte
Fui deixado sozinho em uma atividade que exigia colaboração.,falta_suporte
Não recebo treinamento para usar novas ferramentas.,falta_suporte
Meu gestor não esclarece prioridades do projeto.,falta_suporte
Não recebo treinamento para usar novas ferramentas.,falta_suporte
Me deram instruções erradas de propósito.,falta_suporte
Fui deixado sozinho em uma atividade que exigia colaboração.,falta_suporte
"Quando peço orientação, recebo respostas vagas.",falta_suporte
Me dão tarefas sem explicar como executar.,falta_suporte
Fui deixado sozinho em uma atividade que exigia colaboração.,falta_suporte
Os colegas evitam responder minhas dúvidas.,falta_suporte
Fui deixado sozinho em uma atividade que exigia colaboração.,falta_suporte
Fui deixado sozinho em uma atividade que exigia colaboração.,falta_suporte
Nunca recebo feedback construtivo.,falta_suporte
Os colegas evitam responder minhas dúvidas.,falta_suporte
Fui deixado sozinho em uma atividade que exigia colaboração.,falta_suporte
Não recebo treinamento para usar novas ferramentas.,falta_suporte
Não recebo treinamento para usar novas ferramentas.,falta_suporte
Os colegas evitam responder minhas dúvidas.,falta_suporte
"Quando peço orientação, recebo respostas vagas.",falta_suporte
Não recebo treinamento para usar novas ferramentas.,falta_suporte
Não recebo treinamento para usar novas ferramentas.,falta_suporte
Nunca recebo feedback construtivo.,falta_suporte
Fui deixado sozinho em uma atividade que exigia colaboração.,falta_suporte
Me negam acesso a materiais necessários para o trabalho.,falta_suporte
Fui deixado sozinho em uma atividade que exigia colaboração.,falta_suporte
Peço ajuda e me ignoram.,falta_suporte
Nunca recebo feedback construtivo.,falta_suporte
Me dão tarefas sem explicar como executar.,falta_suporte
"Quando peço orientação, recebo respostas vagas.",falta_suporte
"Quando peço orientação, recebo respostas vagas.",falta_suporte
Usam a possibilidade de demissão para me pressionar.,ameaça_estabilidade
Me dizem que a empresa pode reduzir pessoal a qualquer momento.,ameaça_estabilidade
Sou punido com advertências sem justificativa.,ameaça_estabilidade
Já fui ameaçado de transferência para um setor pior.,ameaça_estabilidade
Ouço que preciso 'me enquadrar' ou não terei futuro na empresa.,ameaça_estabilidade
Comentam que meu cargo pode ser eliminado.,ameaça_estabilidade
Ameaçam cortar meu salário se eu não aceitar certas condições.,ameaça_estabilidade
Sou punido com advertências sem justificativa.,ameaça_estabilidade
Sou punido com advertências sem justificativa.,ameaça_estabilidade
Ouço que preciso 'me enquadrar' ou não terei futuro na empresa.,ameaça_estabilidade
Sou constantemente lembrado de que posso ser substituído.,ameaça_estabilidade
Ameaçam cortar meu salário se eu não aceitar certas condições.,ameaça_estabilidade
Sou constantemente lembrado de que posso ser substituído.,ameaça_estabilidade
Já fui ameaçado de transferência para um setor pior.,ameaça_estabilidade
Me dizem que a empresa pode reduzir pessoal a qualquer momento.,ameaça_estabilidade
Ouço que preciso 'me enquadrar' ou não terei futuro na empresa.,ameaça_estabilidade
Ameaçam cortar meu salário se eu não aceitar certas condições.,ameaça_estabilidade
Ouço que preciso 'me enquadrar' ou não terei futuro na empresa.,ameaça_estabilidade
Já disseram que se eu reclamar vou perder o emprego.,ameaça_estabilidade
Já disseram que se eu reclamar vou perder o emprego.,ameaça_estabilidade
Usam a possibilidade de demissão para me pressionar.,ameaça_estabilidade
Me dizem que a empresa pode reduzir pessoal a qualquer momento.,ameaça_estabilidade
Recebo indiretas sobre estar 'na corda bamba'.,ameaça_estabilidade
Sou punido com advertências sem justificativa.,ameaça_estabilidade
Ameaçam cortar meu salário se eu não aceitar certas condições.,ameaça_estabilidade
Recebo indiretas sobre estar 'na corda bamba'.,ameaça_estabilidade
Ameaçam cortar meu salário se eu não aceitar certas condições.,ameaça_estabilidade
Ameaçam cortar meu salário se eu não aceitar certas condições.,ameaça_estabilidade
Comentam que meu cargo pode ser eliminado.,ameaça_estabilidade
Já disseram que se eu reclamar vou perder o emprego.,ameaça_estabilidade
Usam a possibilidade de demissão para me pressionar.,ameaça_estabilidade
Ameaçam cortar meu salário se eu não aceitar certas condições.,ameaça_estabilidade
Já disseram que se eu reclamar vou perder o emprego.,ameaça_estabilidade
Sou punido com advertências sem justificativa.,ameaça_estabilidade
Sou constantemente lembrado de que posso ser substituído.,ameaça_estabilidade
Sou punido com advertências sem justificativa.,ameaça_estabilidade
Usam a possibilidade de demissão para me pressionar.,ameaça_estabilidade
Ouço que preciso 'me enquadrar' ou não terei futuro na empresa.,ameaça_estabilidade
Me dizem que a empresa pode reduzir pessoal a qualquer momento.,ameaça_estabilidade
Sou punido com advertências sem justificativa.,ameaça_estabilidade
Sou constantemente lembrado de que posso ser substituído.,ameaça_estabilidade
Sou punido com advertências sem justificativa.,ameaça_estabilidade
Me dizem que a empresa pode reduzir pessoal a qualquer momento.,ameaça_estabilidade
Já disseram que se eu reclamar vou perder o emprego.,ameaça_estabilidade
Já fui ameaçado de transferência para um setor pior.,ameaça_estabilidade
Me dizem que a empresa pode reduzir pessoal a qualquer momento.,ameaça_estabilidade
Ouço que preciso 'me enquadrar' ou não terei futuro na empresa.,ameaça_estabilidade
Recebo indiretas sobre estar 'na corda bamba'.,ameaça_estabilidade
Já disseram que se eu reclamar vou perder o emprego.,ameaça_estabilidade
Sou punido com advertências sem justificativa.,ameaça_estabilidade
